id,methodology_version,company_id,Company,Assessment date,Publication date,Level,Notes,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company explicitly recognise climate change as a relevant risk and/or opportunity to the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose Scope 3 use of product emissions?,Q13L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,"Q14L4|Has the company incorporated environmental, social and governance issues into executive remuneration?",Q15L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q16L4|Does the company undertake climate scenario planning?,Q17L4|Does the company have an internal price of carbon?
,2,1126,Daio Paper,2018-06-07,2018-11,1,,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Not applicable,No,No,No,No,No
,2,1130,Domtar,2017-12-04,2018-11,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1131,Ence Energia y Celulosa,2018-01-04,2018-11,2,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No
,2,1133,Fibria,2017-12-06,2018-11,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,Yes,No,Yes
,2,1144,Hokuetsu,2018-06-05,2018-11,1,,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Not applicable,No,No,No,No,No
,2,1150,International Paper,2017-12-05,2018-11,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,No,No
,2,1168,Lee & Man Paper Manufacturing,2017-12-07,2018-11,0,,No,No,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No
,2,1177,Mondi,2017-10-18,2018-11,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes
,2,1178,Nine Dragons Paper Industries,2018-02-05,2018-11,0,,No,No,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No
,2,1183,Nippon Paper Industries,2018-01-05,2018-11,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Not applicable,No,Yes,No,No,No
,2,1187,Oji Holdings,2018-01-12,2018-11,1,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Not applicable,No,No,No,No,No
,2,1191,Pap Y Cart Euro,2018-01-03,2018-11,1,,Yes,No,Yes,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No
,2,1196,Sappi,2018-03-21,2018-11,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1197,Shandong Chenming,2017-09-15,2018-11,1,,Yes,No,Yes,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No
,2,1200,Stora Enso,2017-11-21,2018-11,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,No
,2,1201,Suzano Papel e Celulose,2018-01-04,2018-11,2,,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Not applicable,No,No,No,No,No
,2,1207,UPM-Kymmene,2017-10-07,2018-11,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,Yes,Yes,No
,2,1001,BMW,2017-10-18,2018-11,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
,2,1002,Brilliance,2017-10-26,2018-11,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
,2,1005,Daimler,2017-12-27,2018-11,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
,2,1006,Ferrari,2017-10-26,2018-11,1,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No
,2,1009,Fiat Chrysler,2018-02-26,2018-11,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
,2,1011,Ford,2017-12-14,2018-11,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
,2,1029,Geely,2017-10-24,2018-11,1,,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
,2,1043,General Motors,2017-12-15,2018-11,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
,2,1044,Groupe PSA,2017-10-31,2018-11,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No
,2,1052,Honda,2018-01-24,2018-11,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
,2,1062,Hyundai,2017-12-07,2018-11,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No
,2,1075,Kia,2017-11-13,2018-11,1,,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No
,2,1076,Mazda,2018-01-26,2018-11,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
,2,1077,Mitsubishi,2018-02-01,2018-11,2,,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
,2,1080,Nissan,2017-12-07,2018-11,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
,2,1085,Renault,2018-02-27,2018-11,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
,2,1087,Subaru,2018-05-05,2018-11,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No
,2,1090,Suzuki,2018-04-23,2018-11,1,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No
,2,1095,Tesla,2017-12-14,2018-11,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
,2,1097,Toyota,2018-02-08,2018-11,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
,2,1098,Volkswagen,2018-01-08,2018-11,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
,2,1210,Bunge,2018-04-03,2018-12,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,No,No,No,No
,2,1228,Coca-Cola,2018-05-05,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1212,Colgate-Palmolive,2017-09-19,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1217,Danone,2018-05-05,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes
,2,1102,Nestle,2017-11-29,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1046,Panasonic,2018-03-01,2018-12,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,Yes,No,No
,2,1165,Pepsico,2018-05-05,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1138,Procter & Gamble,2018-04-10,2018-12,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,No,No,No
,2,1231,Unilever,2017-10-06,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes
,2,1111,Centrica,2018-03-27,2018-12,4STAR,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes
,2,1218,Enbridge,2018-05-05,2018-12,2,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes
,2,1113,Naturgy Energy,2018-05-09,2018-12,4STAR,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes
,2,1220,Kinder Morgan,2018-05-05,2018-12,2,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
,2,1224,Santos,2018-04-30,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
,2,1229,Transcanada,2018-04-26,2018-12,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
,2,1221,Air Liquide,2017-10-20,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,No
,2,1034,BASF,2018-04-28,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,No,No
,2,1041,LyondellBasell Industries,2018-01-30,2018-12,2,,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Not applicable,No,Yes,No,No,No
,2,1139,Nornickel,2018-05-09,2018-12,2,,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Not applicable,No,No,No,No,No
,2,1171,Sasol,2018-04-27,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,No
,2,1148,Southern Copper,2017-12-04,2018-12,2,,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Not applicable,No,No,No,No,No
,2,1149,Teck Resources,2017-09-28,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,No,No
,2,1042,Toray Industries,2018-03-29,2018-12,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Not applicable,No,No,Yes,No,No
,2,1119,Vedanta,2018-04-05,2018-12,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,No,No
,2,1262,Airbus,2018-03-06,2018-12,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1125,AP Moller – Maersk,2018-01-09,2018-12,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Not applicable,Yes,No,No,No,No
,2,1245,Boeing,2017-10-30,2018-12,2,,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Not applicable,No,Yes,No,No,No
,2,1018,Caterpillar,2018-04-24,2018-12,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No
,2,1019,Cummins,2018-04-24,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
,2,1014,Daikin Industries,2018-04-28,2018-12,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,No,No
,2,1084,General Electric,2018-05-01,2018-12,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,Yes,Yes,No,Yes,No
,2,1096,Hitachi,2018-02-13,2018-12,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,Yes,No,No
,2,1094,Hon Hai Precision Industry,2018-05-24,2018-12,1,,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Not applicable,No,No,No,No,No
,2,1117,Ingersoll-Rand,2018-05-30,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1060,Lockheed Martin,2018-03-05,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1026,PACCAR,2018-04-28,2018-12,2,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
,2,1128,Philips,2018-04-09,2018-12,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,No,No,No
,2,1249,Rolls-Royce,2018-04-02,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1086,Siemens,2018-04-17,2018-12,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,No,No
,2,1215,St Gobain,2018-05-12,2018-12,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes
,2,1261,United Technologies,2018-02-08,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,No
,2,1232,United Tractors,2018-04-24,2018-12,2,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
,2,1033,Volvo,2018-01-09,2018-12,1,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No
,2,1152,Bayer,2017-11-08,2018-12,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,No
,2,1162,Berkshire Hathaway,2017-10-03,2018-12,1,,Yes,Yes,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No
,2,1236,Walmart,2017-12-16,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1114,Wesfarmers,2018-04-28,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,Yes
,2,1237,Weyerhaeuser,2018-04-25,2018-12,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Not applicable,Yes,Yes,No,No,No
,2,1240,Woolworths,2018-04-27,2018-12,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,No
,2,1267,Air China,2018-04-16,2019-2,1,,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Not applicable,No,No,No,No,No
,2,1268,Alaska Air,2018-01-09,2019-2,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Not applicable,Yes,Yes,No,No,No
,2,1104,American Airlines,2018-03-20,2019-2,2,,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Not applicable,No,No,No,Yes,No
,2,1269,ANA Holdings,2018-04-09,2019-2,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,Yes,No,No
,2,1270,China Southern,2018-02-21,2019-2,1,,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Not applicable,No,No,No,No,No
,2,1110,Delta Air Lines,2018-05-05,2019-2,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,No
,2,1272,Easyjet,2018-05-05,2019-2,2,,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Not applicable,Yes,Yes,No,No,No
,2,1274,IAG,2018-04-28,2019-2,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,Yes,No,No,Yes,No
,2,1273,IndiGo,2018-05-05,2019-2,2,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No
,2,1275,Japan Airlines,2018-01-31,2019-2,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Not applicable,Yes,No,No,No,No
,2,1276,Jetblue,2018-02-15,2019-2,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Not applicable,Yes,Yes,No,No,No
,2,1277,Korean Air,2017-12-18,2019-2,1,,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Not applicable,No,No,No,No,No
,2,1278,LATAM,2018-01-09,2019-2,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,Yes,No,No,No,No
,2,1271,Lufthansa,2018-03-13,2019-2,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1116,Qantas,2018-05-05,2019-2,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1279,Singapore Airlines,2018-05-05,2019-2,1,,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Not applicable,No,No,No,No,No
,2,1280,Southwest,2018-03-21,2019-2,2,,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Not applicable,No,No,No,No,No
,2,1281,Turkish Airlines,2018-03-06,2019-2,1,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Not applicable,No,No,No,No,No
,2,1123,United Continental,2018-05-05,2019-2,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,No,Yes,Yes,No
,2,1283,Wizz Air,2018-05-05,2019-2,0,,No,No,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No
,2,1285,Alcoa,2018-05-05,2019-2,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,No
,2,1286,Alumina,2018-05-05,2019-2,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not applicable,Yes,No,Yes,No,No
,2,1284,Arconic,2018-05-05,2019-2,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1287,Chalco,2017-09-15,2019-2,1,,Yes,No,Yes,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No
,2,1288,China Zhongwang,2018-04-16,2019-2,1,,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Not applicable,No,No,No,No,No
,2,1289,Nippon Light Metal,2018-06-07,2019-2,3,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Not applicable,Yes,No,No,No,No
,2,1290,Norsk Hydro,2018-05-05,2019-2,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not applicable,No,Yes,No,Yes,No
,2,1291,Press Metal,2017-12-13,2019-2,1,,Yes,No,Yes,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No
,2,1170,Rio Tinto (Aluminium),2017-11-06,2018-7,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No
,2,1189,South32 (Aluminium),2018-05-04,2018-7,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,Yes,No
,2,1292,UACJ,2018-06-07,2019-2,2,,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Not applicable,No,No,No,No,No
,2,1293,UC RUSAL,2018-03-21,2019-2,2,,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Not applicable,Yes,No,No,Yes,No
